reaction formula,dG0_prime,dGm_prime,deltaGpH72,mMdeltaGpH72
2.0 feenter_c + fmnh2_c --> 2.0 enter_c + 2.0 fe2_c + fmn_c + 2.0 h_c,-207.357074443,-241.586749512,Not calculated,Not calculated
2.0 feenter_c + rbflvrd_c --> 2.0 enter_c + 2.0 fe2_c + 2.0 h_c + ribflv_c,-241.724842364,-275.954517433,Not calculated,Not calculated
atp_c + feenter_p + h2o_c --> adp_c + feenter_c + h_c + pi_c,-27.1877516043,-44.3025891391,0.1,-14.4
enter_e + fe3_e --> feenter_e,10.1214863007,27.2363238354,Not calculated,Not calculated
atp_c + feoxam_p + h2o_c --> adp_c + feoxam_c + h_c + pi_c,-27.1877516043,-44.3025891391,0.1,-7.5
4.0 fe2_p + 4.0 h_p + o2_p --> 4.0 fe3_p + 2.0 h2o_p,-42.3406293377,-18.0396291623,-9.3,-3.5
h2o_c + suc6p_c --> fru_c + g6p_c,-30.9467829564,-48.0616204912,-3.3,-7.4
for_c + h_c --> co2_c + h2_c,21.6120745287,-3.88059625642,5.1,-0.9
h_c + nadph_c + ribflv_c --> nadp_c + rbflvrd_c,12.852202237,12.852202237,-6,-6
h_c + nadh_c + ribflv_c --> nad_c + rbflvrd_c,13.8289676068,13.8289676068,-5.8,-5.8
atp_c + fmn_c + h_c --> fad_c + ppi_c,-12.0679090509,-12.0679090509,0.4,0.4
fmn_c + h_c + nadh_c --> fmnh2_c + nad_c,-20.5388003143,-20.5388003143,-4,-4
fmn_c + h_c + nadph_c --> fmnh2_c + nadp_c,-21.5155656841,-21.5155656841,-4.3,-4.3
fru_p + pep_c --> f6p_c + pyr_c,-42.2893049452,-42.2893049452,-9.1,-9.1
10fthf_c + h2o_c --> for_c + h_c + thf_c,-22.7019412812,-39.816778816,-6.1,-10.2
fum_c + h2o_c <=> mal__L_c,-3.44625037433,-3.44625037433,-0.6,-0.6
accoa_c + gam1p_c --> acgam1p_c + coa_c + h_c,-26.2859635203,-26.2859635203,-5.2,-5.2
g1p_p + h2o_p --> glc__D_p + pi_p,-16.3622965248,-33.4771340595,-2.8,-6.9
dttp_c + g1p_c + h_c --> dtdpglu_c + ppi_c,-1.35604069796,-1.35604069796,0.4,0.4
glu1sa_c <=> 5aop_c,-7.6105272562,-7.6105272562,-1.4,-1.4
glyc2p_p + h2o_p --> glyc_p + pi_p,-23.2222691504,-40.3371066852,-2.8,-6.9
atp_c + g3pc_p + h2o_c --> adp_c + g3pc_c + h_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-10.7
glyc3p_c + nadp_c <=> dhap_c + h_c + nadph_c,26.1929650902,26.1929650902,4.2,4.2
atp_c + g3pe_p + h2o_c --> adp_c + g3pe_c + h_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-10.7
atp_c + g3pg_p + h2o_c --> adp_c + g3pg_c + h_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-7.2
atp_c + g3pi_p + h2o_c --> adp_c + g3pi_c + h_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-7.2
glyc3p_c + h2o_c --> glyc_c + pi_c,-10.699804134,-27.8146416687,-2.8,-6.9
glu5sa_c --> 1pyr5c_c + h2o_c + h_c,10.3692062537,10.3692062537,-14.8,-14.8
glu5p_c + h_c + nadph_c --> glu5sa_c + nadp_c + pi_c,-8.81045464449,-25.9252921792,-0.2,-4.3
g6p_c + nadp_c <=> 6pgl_c + h_c + nadph_c,-3.4555909216,-3.4555909216,-1.6,-1.6
g6p_c + h2o_c --> glc__D_c + pi_c,-8.94357174196,-26.0584092767,-2.8,-6.9
gal1p_p + h2o_p --> gal_p + pi_p,-15.239894193,-32.3547317277,-2.8,-6.9
galct__D_c --> 5dh4dglc_c + h2o_c,-41.9072874378,-41.9072874378,-8.3,-8.3
galctn__L_c + nad_c --> h_c + nadh_c + tagur_c,13.3393282404,13.3393282404,2.2,2.2
galctn__D_c --> 2dh3dgal_c + h2o_c,-41.9072172754,-41.9072172754,-8.3,-8.3
atp_c + gal_c <=> adp_c + gal1p_c + h_c,-11.9478574114,-11.9478574114,-3.8,-3.8
gal_bD_p --> gal_p,6.25226245909,6.25226245909,0,0
h2o_c + melib_c --> gal_c + glc__D_c,-10.7237089212,-27.838546456,-3.3,-7.4
galt_p + pep_c --> galt1p_c + pyr_c,-40.2446654082,-40.2446654082,-9.1,-9.1
g1p_c + h_c + utp_c --> ppi_c + udpg_c,0.708803022937,0.708803022937,0.4,0.4
atp_c + gal_p + h2o_c --> adp_c + gal_c + h_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-10.7
gam_p + pep_c --> gam6p_c + pyr_c,-36.8923592349,-36.8923592349,-9.1,-9.1
g3p_c + nad_c + pi_c <=> 13dpg_c + h_c + nadh_c,6.37404897769,23.4888865124,-0.1,4
10fthf_c + gar_c <=> fgam_c + h_c + thf_c,3.99485630756,3.99485630756,-7.2,-7.2
atp_c + for_c + gar_c --> adp_c + fgam_c + h_c + pi_c,-0.490954015523,-0.490954015523,-7.6,-7.6
gcald_c + h2o_c + nad_c --> glyclt_c + 2.0 h_c + nadh_c,-61.0495721481,-61.0495721481,-9.4,-9.4
atp_c + gdp_c --> amp_c + h_c + ppgpp_c,-8.11687724797,-8.11687724797,-3.5,-3.5
gdpmann_c + h2o_c --> gdp_c + h_c + man_c,-19.0160556885,-36.1308932232,-4.7,-8.8
gdpmann_c + h2o_c --> gmp_c + 2.0 h_c + man1p_c,-29.4548327844,-46.5696703191,-8.4,-12.5
f6p_c + gln__L_c --> gam6p_c + glu__L_c,-13.824059153,-13.824059153,-6.7,-6.7
ggbutal_c + h2o_c + nadp_c <=> gg4abut_c + 2.0 h_c + nadph_c,-38.153374209,-38.153374209,-9.2,-9.2
gg4abut_c + h2o_c --> 4abut_c + glu__L_c,-16.3586354143,-33.473472949,-0.3,-4.4
atp_c + glu__L_c + ptrc_c --> adp_c + ggptrc_c + h_c + pi_c,-21.0966508238,-21.0966508238,-6.2,-6.2
ser__L_c + thf_c <=> gly_c + h2o_c + mlthf_c,-6.5773103392,-6.5773103392,0.1,0.1
atp_c + gmp_c <=> adp_c + gdp_c,-3.00513543711,-3.00513543711,-0.1,-0.1
accoa_c + glc__D_c <=> acglc__D_c + coa_c,-1.50859747974,-1.50859747974,-3.7,-3.7
5dh4dglc_c --> 2h3oppan_c + pyr_c,21.8006000866,4.68576255185,0.7,-3.4
glcr_c --> 5dh4dglc_c + h2o_c,-41.9072874378,-41.9072874378,-8.3,-8.3
atp_c + glc__D_p + h2o_c --> adp_c + glc__D_c + h_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-10.7
glc__D_p + pep_c --> g6p_c + pyr_c,-44.9096364806,-44.9096364806,-9.1,-9.1
atp_c + g1p_c + h_c --> adpglc_c + ppi_c,-7.53118088729,-7.53118088729,0.4,0.4
atp_c + gln__L_p + h2o_c --> adp_c + gln__L_c + h_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-10.7
galt1p_c + nad_c <=> h_c + nadh_c + tag6p__D_c,13.0397178106,13.0397178106,2.2,2.2
atp_c + glu__L_c --> adp_c + glu5p_c,26.6518469833,26.6518469833,2.7,2.7
atp_c + cys__L_c + glu__L_c --> adp_c + glucys_c + h_c + pi_c,-31.911684658,-31.911684658,-6.2,-6.2
glu__L_c + h_c --> 4abut_c + co2_c,-23.8153833397,-40.9302208745,-3.3,-7.4
gln__L_c + h2o_c + prpp_c --> glu__L_c + ppi_c + pram_c,-55.3212393868,-72.4360769215,-11.7,-15.8
glu__D_c <=> glu__L_c,-0.618360700962,-0.618360700962,0,0
akg_c + gln__L_c + h_c + nadph_c --> 2.0 glu__L_c + nadp_c,-49.1970659605,-49.1970659605,-14.2,-14.2
atp_c + glu__L_p + h2o_c --> adp_c + glu__L_c + h_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-7.2
2.0 glx_c + h_c --> 2h3oppan_c + co2_c,-18.4944370808,-18.4944370808,-10.8,-10.8
accoa_c + gly_c <=> 2aobut_c + coa_c,37.9633894307,37.9633894307,5.5,5.5
atp_c + glyb_p + h2o_c --> adp_c + glyb_c + h_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-10.7
atp_c + glyc3p_p + h2o_c --> adp_c + glyc3p_c + h_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-7.2
glyc_c + nad_c --> dha_c + h_c + nadh_c,23.4356037977,23.4356037977,3.9,3.9
atp_c + glyc__R_c --> 3pg_c + adp_c + h_c,-11.9351555082,-11.9351555082,-3.8,-3.8
atp_c + glyc__R_c --> 2pg_c + adp_c + h_c,-7.75022511706,-7.75022511706,-3.8,-3.8
glx_c + h_c + nadh_c --> glyclt_c + nad_c,-43.4495151323,-43.4495151323,-7.9,-7.9
glx_c + h_c + nadph_c --> glyclt_c + nadp_c,-44.4262805021,-44.4262805021,-8.1,-8.1
atp_c + glyc_c --> adp_c + glyc3p_c + h_c,-16.4879474704,-16.4879474704,-3.8,-3.8
h2o_c + mthgxl_c --> h_c + lac__D_c,-54.6132708793,-54.6132708793,-15.8,-15.8
gdpmann_c --> gdpddman_c + h2o_c,-51.3093344103,-51.3093344103,-13.8,-13.8
atp_c + gmhep1p_c + h_c --> adphep_DD_c + ppi_c,-10.1543716803,-10.1543716803,0.4,0.4
6pgc_c + nadp_c --> co2_c + nadph_c + ru5p__D_c,11.1844024151,-5.93043511959,0.9,-3.2
atp_c + glcn_c --> 6pgc_c + adp_c + h_c,-11.0699260823,-11.0699260823,-3.8,-3.8
gdpofuc_c + h_c + nadph_c --> gdpfuc_c + nadp_c,-6.15879840836,-6.15879840836,-2.9,-2.9
gp4g_c + h2o_c --> 2.0 gdp_c + 2.0 h_c,-48.5683827044,-65.6832202391,-8.4,-12.5
grdp_c + ipdp_c --> frdp_c + ppi_c,-73.7267964596,-73.7267964596,-13.3,-13.3
atp_c + gsn_c --> adp_c + gmp_c + h_c,-21.5485263732,-21.5485263732,-3.8,-3.8
gtp_c + h2o_c --> ahdt_c + for_c + h_c,-93.5835484421,-110.698385977,-17,-21.1
gtp_c + 3.0 h2o_c --> 25drapp_c + for_c + 2.0 h_c + ppi_c,-65.8924351483,-100.122110218,-7.2,-15.4
gdptp_c + h2o_c --> h_c + pi_c + ppgpp_c,-24.6972888478,-41.8121263825,-6.6,-10.7
atp_c + gtp_c --> amp_c + gdptp_c + h_c,-8.12102422872,-8.12102422872,-3.8,-3.8
gua_c + prpp_c --> gmp_c + ppi_c,-29.2029750478,-29.2029750478,-3.2,-3.2
glcur_c <=> fruur_c,0.551935878511,0.551935878511,-0.8,-0.8
glcur1p_p + h2o_p --> glcur_p + pi_p,-16.2794828659,-33.3943204006,-2.8,-6.9
h2s_c + 2.0 o2_c --> 2.0 h_c + so4_c,-833.187452994,-784.585452643,-197.5,-186
3hbcoa_c + nad_c --> aacoa_c + h_c + nadh_c,16.8633589668,16.8633589668,3.9,3.9
3hhcoa_c + nad_c --> 3ohcoa_c + h_c + nadh_c,23.4731439499,23.4731439499,3.9,3.9
3hocoa_c + nad_c --> 3oocoa_c + h_c + nadh_c,19.4389223419,19.4389223419,3.9,3.9
3hdcoa_c + nad_c --> 3odcoa_c + h_c + nadh_c,19.4389223419,19.4389223419,3.9,3.9
3hddcoa_c + nad_c --> 3oddcoa_c + h_c + nadh_c,19.4389223419,19.4389223419,3.9,3.9
3htdcoa_c + nad_c --> 3otdcoa_c + h_c + nadh_c,19.4389223419,19.4389223419,3.9,3.9
3hhdcoa_c + nad_c --> 3ohdcoa_c + h_c + nadh_c,19.4389223419,19.4389223419,3.9,3.9
3hodcoa_c + nad_c --> 3ohodcoa_c + h_c + nadh_c,19.4389223419,19.4389223419,3.9,3.9
4hbz_c + octdp_c --> 3ophb_c + ppi_c,-76.7318462638,-76.7318462638,-17.4,-17.4
co2_c + h2o_c <=> h_c + hco3_c,-5.9902421951,-5.9902421951,-0.6,-0.6
4mhetz_c + atp_c --> 4mpetz_c + adp_c + h_c,-18.1133099397,-18.1133099397,-3.8,-3.8
atp_c + glc__D_c --> adp_c + g6p_c + h_c,-18.2441798624,-18.2441798624,-3.8,-3.8
atp_c + man_c --> adp_c + h_c + man6p_c,-17.766438109,-17.766438109,-3.8,-3.8
atp_c + fru_c --> adp_c + f6p_c + h_c,-15.623848327,-15.623848327,-3.8,-3.8
atp_c + h2o_c + hg2_c --> adp_c + h_c + hg2_p + pi_c,-27.1877516043,-44.3025891391,-6.6,-3.7
h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c,-9.08409623605,-9.08409623605,-17.5,-17.5
h2o_c + hisp_c --> histd_c + pi_c,-17.5215617174,-34.6363992522,10.7,6.6
atp_c + h2o_c + his__L_p --> adp_c + h_c + his__L_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-10.7
h2o_c + hkndd_c --> h_c + op4en_c + succ_c,-53.5717560141,-70.6865935488,-12,-16.1
h2o_c + hkntd_c --> fum_c + h_c + op4en_c,-53.6825716196,-70.7974091543,-12,-16.1
4ahmmp_c + atp_c --> 4ampm_c + adp_c + h_c,-13.0175081378,-13.0175081378,-3.8,-3.8
4h2opntn_c --> acald_c + pyr_c,10.2267136633,-6.8881238714,1.3,-2.8
6hmhpt_c + atp_c --> 6hmhptpp_c + amp_c + h_c,-10.1625530746,-10.1625530746,-3.8,-3.8
dhpppn_c + o2_c --> h_c + hkndd_c,-258.260694221,-233.959694045,-72.5,-66.8
hpyr_c <=> 2h3oppan_c,1.40737613343,1.40737613343,-1.1,-1.1
h_c + hpyr_c + nadh_c --> glyc__R_c + nad_c,-30.7171555282,-30.7171555282,-6.4,-6.4
h_c + hpyr_c + nadph_c --> glyc__R_c + nadp_c,-31.693920898,-31.693920898,-6.7,-6.7
hom__L_c + nadp_c <=> aspsa_c + h_c + nadph_c,22.758991507,22.758991507,5.6,5.6
atp_c + hom__L_c --> adp_c + h_c + phom_c,-31.8913213472,-31.8913213472,-3.8,-3.8
hom__L_c + succoa_c --> coa_c + suchms_c,-24.1519215115,-24.1519215115,-3.7,-3.7
glu__L_c + imacp_c --> akg_c + hisp_c,7.82028646652,7.82028646652,2.5,2.5
h2o_c + hxan_c + nad_c --> h_c + nadh_c + xan_c,16.1314474209,16.1314474209,2.7,2.7
accoa_c + hxa_c --> ac_c + hxcoa_c,-4.97073322211,-4.97073322211,-1.5,-1.5
hxan_c + prpp_c --> imp_c + ppi_c,-27.2940189122,-27.2940189122,-3.1,-3.1
h2o_c + pyam5p_c --> pi_c + pydam_c,-13.529595981,-30.6444335157,-2.8,-6.9
icit_c + nadp_c <=> akg_c + co2_c + nadph_c,6.37540776153,-10.7394297732,3.4,-0.7
h2o_c + ichor_c --> 23ddhb_c + pyr_c,-43.927785779,-61.0426233138,-12.4,-16.5
icit_c --> glx_c + succ_c,8.6425710491,-8.47226648562,4.9,0.8
5dglcn_c + h_c + nadh_c <=> idon__L_c + nad_c,-19.4934951769,-19.4934951769,-3.9,-3.9
5dglcn_c + h_c + nadph_c --> idon__L_c + nadp_c,-20.4702605467,-20.4702605467,-4.2,-4.2
eig3p_c --> h2o_c + imacp_c,-41.6760088797,-41.6760088797,-10.8,-10.8
2cpr5p_c + h_c --> 3ig3p_c + co2_c + h2o_c,-84.8888120927,-102.003649627,-15.4,-19.5
akg_c + ile__L_c <=> 3mop_c + glu__L_c,-4.69956290365,-4.69956290365,0,0
atp_c + h2o_c + ile__L_p --> adp_c + h_c + ile__L_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-10.7
h2o_c + imp_c <=> fprica_c,18.3318799579,18.3318799579,-2.8,-2.8
h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,20.9590179245,20.9590179245,2.7,2.7
h2o_c + ins_c --> hxan_c + rib__D_c,-3.93419178522,-21.0490293199,-1,-5.1
atp_c + ins_c --> adp_c + h_c + imp_c,-21.7992901239,-21.7992901239,-3.8,-3.8
ipdp_c <=> dmpp_c,-4.90256069537,-4.90256069537,0.8,0.8
h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c,-60.3520019129,-60.3520019129,-17.3,-17.3
3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c,19.5187759771,19.5187759771,6.4,6.4
3c2hmp_c <=> 2ippm_c + h2o_c,-3.20210545689,-3.20210545689,0.2,0.2
2ippm_c + h2o_c <=> 3c3hmp_c,-3.19088525426,-3.19088525426,-0.2,-0.2
3mob_c + accoa_c + h2o_c --> 3c3hmp_c + coa_c + h_c,-26.4580478289,-26.4580478289,-7.3,-7.3
atp_c + h2o_c + isetac_p --> adp_c + h_c + isetac_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-7.2
atp_c + h2o_c + kdo2lipid4_c --> adp_c + h_c + kdo2lipid4_p + pi_c,-27.1877516043,-44.3025891391,-6.6,-24.6
23dhmb_c + nadp_c <=> alac__S_c + h_c + nadph_c,20.477266458,20.477266458,4.2,4.2
2ahbut_c + h_c + nadph_c <=> 23dhmp_c + nadp_c,-20.4773440651,-20.4773440651,-4.2,-4.2
aacoa_c + coa_c --> 2.0 accoa_c,-26.1274139601,-26.1274139601,-7.1,-7.1
3ohcoa_c + coa_c --> accoa_c + btcoa_c,-35.2121387595,-35.2121387595,-7.1,-7.1
3oocoa_c + coa_c --> accoa_c + hxcoa_c,-32.6495886925,-32.6495886925,-7.1,-7.1
3odcoa_c + coa_c --> accoa_c + occoa_c,-32.6437661316,-32.6437661316,-7.1,-7.1
3oddcoa_c + coa_c --> accoa_c + dcacoa_c,-32.6437661316,-32.6437661316,-7.1,-7.1
3otdcoa_c + coa_c --> accoa_c + ddcacoa_c,-32.6437661316,-32.6437661316,-7.1,-7.1
3ohdcoa_c + coa_c --> accoa_c + tdcoa_c,-32.6437661316,-32.6437661316,-7.1,-7.1
h2o_c + kdo8p_c --> kdo_c + pi_c,-11.5690813688,-28.6839189036,-0.1,-4.2
ara5p_c + h2o_c + pep_c --> kdo8p_c + pi_c,-63.9001560321,-63.9001560321,-15.3,-15.3
3dhgulnp_c + h_c --> co2_c + xu5p__L_c,-11.4935247358,-28.6083622705,-3.3,-7.4
atp_c + h2o_c + k_p --> adp_c + h_c + k_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-14.2
h2o_c + lcts_c --> gal_c + glc__D_c,-10.8869361778,-28.0017737125,-3.3,-7.4
h2o_p + lcts_p --> gal_p + glc__D_p,-10.8869361778,-28.0017737125,-3.3,-7.4
h_c + mthgxl_c + nadh_c --> lald__D_c + nad_c,-16.8259597092,-16.8259597092,-6.4,-6.4
h2o_c + lald__L_c + nad_c --> 2.0 h_c + lac__L_c + nadh_c,-48.1228398551,-48.1228398551,-9.4,-9.4
h_c + lald__D_c + nadh_c <=> 12ppd__R_c + nad_c,-21.9774851046,-21.9774851046,-5.4,-5.4
h_c + lald__L_c + nadh_c <=> 12ppd__S_c + nad_c,-29.2444520499,-29.2444520499,-5.4,-5.4
lac__D_c + nad_c <=> h_c + nadh_c + pyr_c,23.2708782022,23.2708782022,6.4,6.4
4mop_c + glu__L_c --> akg_c + leu__L_c,1.1840253405,1.1840253405,0,0
atp_c + h2o_c + leu__L_p --> adp_c + h_c + leu__L_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-10.7
atp_c + h2o_c + lipa_c --> adp_c + h_c + lipa_p + pi_c,-27.1877516043,-44.3025891391,-6.6,-24.6
nadp_c + ser__L_c <=> 2amsa_c + h_c + nadph_c,20.8259929112,20.8259929112,5.8,5.8
h_c + lys__L_c --> 15dap_c + co2_c,-24.1388425979,-41.2536801326,-3.3,-7.4
atp_c + h2o_c + lys__L_p --> adp_c + h_c + lys__L_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-14.2
lyx__L_c --> xylu__L_c,12.7505686735,12.7505686735,-0.8,-0.8
mnl1p_c + nad_c <=> f6p_c + h_c + nadh_c,10.066964447,10.066964447,2.2,2.2
mal__D_c + nad_c --> co2_c + nadh_c + pyr_c,22.2566981896,5.14186065488,1.3,-2.8
accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c,-33.8430891951,-33.8430891951,-8.7,-8.7
accoa_c + malt_c <=> acmalt_c + coa_c,-2.67654882883,-2.67654882883,-3.7,-3.7
atp_c + h2o_c + malthx_p --> adp_c + h_c + malthx_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-10.7
atp_c + h2o_c + maltpt_p --> adp_c + h_c + maltpt_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-10.7
atp_c + h2o_c + malttr_p --> adp_c + h_c + malttr_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-10.7
atp_c + h2o_c + maltttr_p --> adp_c + h_c + maltttr_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-10.7
atp_c + h2o_c + malt_p --> adp_c + h_c + malt_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-10.7
malt_p + pep_c --> malt6p_c + pyr_c,-40.2994911745,-40.2994911745,-9.1,-9.1
gdp_c + h_c + man1p_c --> gdpmann_c + pi_c,5.27221661718,5.27221661718,1.9,1.9
man6p_c <=> f6p_c,-0.664379951534,-0.664379951534,-0.8,-0.8
mana_c + nad_c <=> fruur_c + h_c + nadh_c,12.9192664065,12.9192664065,2.2,2.2
manglyc_p + pep_c --> man6pglyc_c + pyr_c,-42.2510566847,-42.2510566847,-9.1,-9.1
h2o_c + man6pglyc_c --> glyc__R_c + man6p_c,-10.4771871904,-27.5920247251,-3.3,-7.4
man_p + pep_c --> man6p_c + pyr_c,-44.4318947272,-44.4318947272,-9.1,-9.1
2mcit_c --> 2mcacn_c + h2o_c,-0.763417484416,-0.763417484416,1.1,1.1
micit_c <=> pyr_c + succ_c,9.35633827732,-7.7584992574,4.8,0.7
h2o_c + oaa_c + ppcoa_c --> 2mcit_c + coa_c + h_c,-40.337497445,-40.337497445,-10.4,-10.4
mal__L_c + nad_c <=> h_c + nadh_c + oaa_c,29.1917646031,29.1917646031,6.4,6.4
mal__L_c + nad_c --> co2_c + nadh_c + pyr_c,13.0042217401,-4.11061579459,1.3,-2.8
mal__L_c + nadp_c --> co2_c + nadph_c + pyr_c,13.9809871099,-3.1338504248,1.6,-2.5
2me4p_c + ctp_c + h_c --> 4c2me_c + ppi_c,-4.38356166634,-4.38356166634,0.2,0.2
atp_c + h2o_c + met__D_p --> adp_c + h_c + met__D_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-10.7
5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c,-10.065993467,-10.065993467,-6.6,-6.6
atp_c + h2o_c + metsox_S__L_p --> adp_c + h_c + metsox_S__L_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-10.7
atp_c + h2o_c + met__L_p --> adp_c + h_c + met__L_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-10.7
atp_c + h2o_c + mg2_p --> adp_c + h_c + mg2_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-17.6
dhap_c --> mthgxl_c + pi_c,-56.2803024272,-73.3951399619,-11.4,-15.5
h2o_c + mi1p__D_c --> inost_c + pi_c,-20.5031174462,-37.6179549809,-2.8,-6.9
h2o_c + malttr_c --> glc__D_c + malt_c,-12.9111734447,-30.0260109795,-3.3,-7.4
h2o_c + maltttr_c --> glc__D_c + malttr_c,-13.3877284495,-30.5025659842,-3.3,-7.4
h2o_c + maltpt_c --> glc__D_c + maltttr_c,-13.3877365996,-30.5025741344,-3.3,-7.4
h2o_c + malthx_c --> glc__D_c + maltpt_c,-13.3877356771,-30.5025732118,-3.3,-7.4
h2o_c + malthp_c --> glc__D_c + malthx_c,-13.3877347108,-30.5025722455,-3.3,-7.4
maltpt_c + pi_c <=> g1p_c + maltttr_c,2.97455992511,2.97455992511,-0.5,-0.5
malthx_c + pi_c <=> g1p_c + maltpt_c,2.97456084764,2.97456084764,-0.5,-0.5
malthp_c + pi_c <=> g1p_c + malthx_c,2.97456181399,2.97456181399,-0.5,-0.5
h_c + mmcoa__S_c --> co2_c + ppcoa_c,-18.4452373301,-35.5600748648,-3.3,-7.4
mmcoa__R_c <=> mmcoa__S_c,0.000732631037863,0.000732631037863,0,0
succoa_c --> mmcoa__R_c,7.57212835998,7.57212835998,-1.8,-1.8
h2o_c + man6p_c --> man_c + pi_c,-9.42131349535,-26.5361510301,-2.8,-6.9
mnl_p + pep_c --> mnl1p_c + pyr_c,-43.0697097012,-43.0697097012,-9.1,-9.1
mana_c --> 2ddglcn_c + h2o_c,-37.429339158,-37.429339158,-10.7,-10.7
atp_c + h2o_c + mobd_p --> adp_c + h_c + mobd_c + pi_c,-27.1877516043,-44.3025891391,0.1,2.9
3mob_c + h2o_c + mlthf_c --> 2dhp_c + thf_c,5.51876377931,5.51876377931,-1.4,-1.4
atp_c + h2o_c + mso3_p --> adp_c + h_c + mso3_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-7.2
5mta_c + h2o_c --> 5mtr_c + ade_c,-11.6946190366,-28.8094565713,-0.8,-4.9
h2o_c + methf_c <=> 10fthf_c + h_c,-5.35909807082,-5.35909807082,-0.2,-0.2
mlthf_c + nadp_c <=> methf_c + nadph_c,9.18849037308,9.18849037308,2.3,2.3
2.0 h_c + mlthf_c + nadh_c --> 5mthf_c + nad_c,-36.7244219031,-36.7244219031,-3.8,-3.8
5mdr1p_c <=> 5mdru1p_c,-7.16265431604,-7.16265431604,0.5,0.5
5mtr_c + atp_c --> 5mdr1p_c + adp_c + h_c,-4.2981292883,-4.2981292883,-3.8,-3.8
acg5sa_c + h2o_c --> ac_c + glu5sa_c,-8.40729899455,-25.5221365293,-1.9,-6
h2o_c + nad_c --> amp_c + 2.0 h_c + nmn_c,-38.0143430816,-55.1291806163,-8.4,-12.5
atp_c + nad_c --> adp_c + h_c + nadp_c,-12.8533526084,-12.8533526084,-3.8,-3.8
h2o_c + nad_c --> adprib_c + h_c + ncam_c,-36.6291278715,-53.7439654062,-4.3,-8.4
h2o_c + nadp_c --> nad_c + pi_c,-14.3343989959,-31.4492365307,-2.8,-6.9
nad_c + nadph_c --> nadh_c + nadp_c,-0.976765369781,-0.976765369781,-0.3,-0.3
atp_c + h2o_c + nac_c + prpp_c --> adp_c + nicrnt_c + pi_c + ppi_c,-28.7029642242,-45.8178017589,-6.4,-10.5
atp_c + gdp_c <=> adp_c + gtp_c,-2.48631577578,-2.48631577578,0.3,0.3
atp_c + udp_c <=> adp_c + utp_c,-2.46657289633,-2.46657289633,0,0
atp_c + cdp_c <=> adp_c + ctp_c,-0.479305846198,-0.479305846198,0.3,0.3
atp_c + dtdp_c <=> adp_c + dttp_c,2.74053393139,2.74053393139,0,0
atp_c + dgdp_c <=> adp_c + dgtp_c,2.74873641491,2.74873641491,0.3,0.3
atp_c + dudp_c <=> adp_c + dutp_c,1.66832237055,1.66832237055,0,0
atp_c + dcdp_c <=> adp_c + dctp_c,4.32451910737,4.32451910737,0,0
atp_c + dadp_c <=> adp_c + datp_c,3.12597676297,3.12597676297,0,0
h_c + nadh_c + 2.0 no_c --> h2o_c + n2o_c + nad_c,-289.423409861,-272.308572327,-25.1,-21
atp_c + h2o_c + ni2_c --> adp_c + h_c + ni2_p + pi_c,-27.1877516043,-44.3025891391,-6.6,-3.7
atp_c + h2o_c + ni2_p --> adp_c + h_c + ni2_c + pi_c,-27.1877516043,-44.3025891391,-6.6,-17.6
atp_c + h_c + nmn_c --> nad_c + ppi_c,1.76769364101,1.76769364101,0.4,0.4
h2o_c + nmn_c --> h_c + ncam_c + r5p_c,-24.7135241676,-41.8283617023,-4.3,-8.4
h2o_c + nmn_p --> h_c + ncam_c + r5p_c,-24.7135241676,-41.8283617023,-4.3,-8.4
atp_c + h_c + nicrnt_c <=> dnad_c + ppi_c,-21.24565448,-21.24565448,0.4,0.4
