reaction formula,dG0_prime,dGm_prime,deltaGpH72,mMdeltaGpH72
2.0 feenter_c + rbflvrd_c --> 2.0 enter_c + 2.0 fe2_c + 2.0 h_c + ribflv_c,-230.961221609,-265.190896678,Not calculated,Not calculated
atp_c + feenter_p + h2o_c --> adp_c + feenter_c + h_c + pi_c,-28.0979169853,-45.21275452,0.1,-14.4
enter_e + fe3_e --> feenter_e,4.61277739148,21.7276149262,Not calculated,Not calculated
atp_c + feoxam_p + h2o_c --> adp_c + feoxam_c + h_c + pi_c,-28.0979169853,-45.21275452,0.1,-7.5
4.0 fe2_p + 4.0 h_p + o2_p --> 4.0 fe3_p + 2.0 h2o_p,-37.1113257306,-12.8103255552,-9.3,-3.5
h2o_c + suc6p_c --> fru_c + g6p_c,-30.9441907815,-48.0590283162,-3.3,-7.4
for_c + h_c --> co2_c + h2_c,19.2497616673,-6.24290911781,5.1,-0.9
h_c + nadph_c + ribflv_c --> nadp_c + rbflvrd_c,4.46271522069,4.46271522069,-6,-6
h_c + nadh_c + ribflv_c --> nad_c + rbflvrd_c,7.88277455169,7.88277455169,-5.8,-5.8
atp_c + fmn_c + h_c --> fad_c + ppi_c,-9.55574411194,-9.55574411194,0.4,0.4
fmn_c + h_c + nadh_c --> fmnh2_c + nad_c,-24.1225588368,-24.1225588368,-4,-4
fmn_c + h_c + nadph_c --> fmnh2_c + nadp_c,-27.5426181678,-27.5426181678,-4.3,-4.3
fru_p + pep_c --> f6p_c + pyr_c,-44.826457668,-44.826457668,-9.1,-9.1
10fthf_c + h2o_c --> for_c + h_c + thf_c,-20.3049555043,-37.4197930391,-6.1,-10.2
fum_c + h2o_c <=> mal__L_c,-3.46674921078,-3.46674921078,-0.6,-0.6
accoa_c + gam1p_c --> acgam1p_c + coa_c + h_c,-23.0060158352,-23.0060158352,-5.2,-5.2
g1p_p + h2o_p --> glc__D_p + pi_p,-17.1844081311,-34.2992456658,-2.8,-6.9
dttp_c + g1p_c + h_c --> dtdpglu_c + ppi_c,-5.52075791937,-5.52075791937,0.4,0.4
glu1sa_c <=> 5aop_c,-7.43064038614,-7.43064038614,-1.4,-1.4
glyc2p_p + h2o_p --> glyc_p + pi_p,-24.0730123846,-41.1878499194,-2.8,-6.9
atp_c + g3pc_p + h2o_c --> adp_c + g3pc_c + h_c + pi_c,-28.0979169853,-45.21275452,-6.6,-10.7
glyc3p_c + nadp_c <=> dhap_c + h_c + nadph_c,32.4691719256,32.4691719256,4.2,4.2
atp_c + g3pe_p + h2o_c --> adp_c + g3pe_c + h_c + pi_c,-28.0979169853,-45.21275452,-6.6,-10.7
atp_c + g3pg_p + h2o_c --> adp_c + g3pg_c + h_c + pi_c,-28.0979169853,-45.21275452,-6.6,-7.2
atp_c + g3pi_p + h2o_c --> adp_c + g3pi_c + h_c + pi_c,-28.0979169853,-45.21275452,-6.6,-7.2
glyc3p_c + h2o_c --> glyc_c + pi_c,-11.2744534946,-28.3892910293,-2.8,-6.9
glu5sa_c --> 1pyr5c_c + h2o_c + h_c,12.5384347184,12.5384347184,-14.8,-14.8
glu5p_c + h_c + nadph_c --> glu5sa_c + nadp_c + pi_c,-15.5636707684,-32.6785083031,-0.2,-4.3
g6p_c + nadp_c <=> 6pgl_c + h_c + nadph_c,2.51814302925,2.51814302925,-1.6,-1.6
g6p_c + h2o_c --> glc__D_c + pi_c,-9.74786688491,-26.8627044196,-2.8,-6.9
gal1p_p + h2o_p --> gal_p + pi_p,-16.0620057993,-33.176843334,-2.8,-6.9
galct__D_c --> 5dh4dglc_c + h2o_c,-41.9070731906,-41.9070731906,-8.3,-8.3
galctn__L_c + nad_c --> h_c + nadh_c + tagur_c,16.9289063123,16.9289063123,2.2,2.2
galctn__D_c --> 2dh3dgal_c + h2o_c,-41.9069832384,-41.9069832384,-8.3,-8.3
atp_c + gal_c <=> adp_c + gal1p_c + h_c,-12.035911186,-12.035911186,-3.8,-3.8
gal_bD_p --> gal_p,6.25226245909,6.25226245909,0,0
h2o_c + melib_c --> gal_c + glc__D_c,-10.7235347595,-27.8383722942,-3.3,-7.4
galt_p + pep_c --> galt1p_c + pyr_c,-43.0062735395,-43.0062735395,-9.1,-9.1
g1p_c + h_c + utp_c --> ppi_c + udpg_c,-3.48785382604,-3.48785382604,0.4,0.4
atp_c + gal_p + h2o_c --> adp_c + gal_c + h_c + pi_c,-28.0979169853,-45.21275452,-6.6,-10.7
gam_p + pep_c --> gam6p_c + pyr_c,-41.4933643982,-41.4933643982,-9.1,-9.1
g3p_c + nad_c + pi_c <=> 13dpg_c + h_c + nadh_c,15.5099834699,32.6248210046,-0.1,4
10fthf_c + gar_c <=> fgam_c + h_c + thf_c,7.50950121318,7.50950121318,-7.2,-7.2
atp_c + for_c + gar_c --> adp_c + fgam_c + h_c + pi_c,-0.283460267787,-0.283460267787,-7.6,-7.6
gcald_c + h2o_c + nad_c --> glyclt_c + 2.0 h_c + nadh_c,-55.0996033474,-55.0996033474,-9.4,-9.4
atp_c + gdp_c --> amp_c + h_c + ppgpp_c,11.0820287747,11.0820287747,-3.5,-3.5
gdpmann_c + h2o_c --> gdp_c + h_c + man_c,-16.621665428,-33.7365029628,-4.7,-8.8
gdpmann_c + h2o_c --> gmp_c + 2.0 h_c + man1p_c,-24.0936785631,-41.2085160978,-8.4,-12.5
f6p_c + gln__L_c --> gam6p_c + glu__L_c,-14.5778677293,-14.5778677293,-6.7,-6.7
ggbutal_c + h2o_c + nadp_c <=> gg4abut_c + 2.0 h_c + nadph_c,-29.8955352709,-29.8955352709,-9.2,-9.2
gg4abut_c + h2o_c --> 4abut_c + glu__L_c,-16.0130955729,-33.1279331076,-0.3,-4.4
atp_c + glu__L_c + ptrc_c --> adp_c + ggptrc_c + h_c + pi_c,-24.4395393828,-24.4395393828,-6.2,-6.2
ser__L_c + thf_c <=> gly_c + h2o_c + mlthf_c,-6.32476403449,-6.32476403449,0.1,0.1
atp_c + gmp_c <=> adp_c + gdp_c,-6.05995317262,-6.05995317262,-0.1,-0.1
accoa_c + glc__D_c <=> acglc__D_c + coa_c,-1.5375791145,-1.5375791145,-3.7,-3.7
5dh4dglc_c --> 2h3oppan_c + pyr_c,20.5765688093,3.46173127458,0.7,-3.4
glcr_c --> 5dh4dglc_c + h2o_c,-41.9070731906,-41.9070731906,-8.3,-8.3
atp_c + glc__D_p + h2o_c --> adp_c + glc__D_c + h_c + pi_c,-28.0979169853,-45.21275452,-6.6,-10.7
glc__D_p + pep_c --> g6p_c + pyr_c,-47.4517767479,-47.4517767479,-9.1,-9.1
atp_c + g1p_c + h_c --> adpglc_c + ppi_c,-10.0626866106,-10.0626866106,0.4,0.4
atp_c + gln__L_p + h2o_c --> adp_c + gln__L_c + h_c + pi_c,-28.0979169853,-45.21275452,-6.6,-10.7
galt1p_c + nad_c <=> h_c + nadh_c + tag6p__D_c,16.8515767936,16.8515767936,2.2,2.2
atp_c + glu__L_c --> adp_c + glu5p_c,24.1111506778,24.1111506778,2.7,2.7
atp_c + cys__L_c + glu__L_c --> adp_c + glucys_c + h_c + pi_c,-32.9263840325,-32.9263840325,-6.2,-6.2
glu__L_c + h_c --> 4abut_c + co2_c,-26.2015000364,-43.3163375711,-3.3,-7.4
gln__L_c + h2o_c + prpp_c --> glu__L_c + ppi_c + pram_c,-59.6948337742,-76.809671309,-11.7,-15.8
glu__D_c <=> glu__L_c,-0.618360700962,-0.618360700962,0,0
akg_c + gln__L_c + h_c + nadph_c --> 2.0 glu__L_c + nadp_c,-56.4195412655,-56.4195412655,-14.2,-14.2
atp_c + glu__L_p + h2o_c --> adp_c + glu__L_c + h_c + pi_c,-28.0979169853,-45.21275452,-6.6,-7.2
2.0 glx_c + h_c --> 2h3oppan_c + co2_c,-20.85960945,-20.85960945,-10.8,-10.8
accoa_c + gly_c <=> 2aobut_c + coa_c,39.0374243121,39.0374243121,5.5,5.5
atp_c + glyb_p + h2o_c --> adp_c + glyb_c + h_c + pi_c,-28.0979169853,-45.21275452,-6.6,-10.7
atp_c + glyc3p_p + h2o_c --> adp_c + glyc3p_c + h_c + pi_c,-28.0979169853,-45.21275452,-6.6,-7.2
glyc_c + nad_c --> dha_c + h_c + nadh_c,27.0209424218,27.0209424218,3.9,3.9
atp_c + glyc__R_c --> 3pg_c + adp_c + h_c,-9.83773641469,-9.83773641469,-3.8,-3.8
atp_c + glyc__R_c --> 2pg_c + adp_c + h_c,-5.30472851268,-5.30472851268,-3.8,-3.8
glx_c + h_c + nadh_c --> glyclt_c + nad_c,-47.0353075896,-47.0353075896,-7.9,-7.9
glx_c + h_c + nadph_c --> glyclt_c + nadp_c,-50.4553669206,-50.4553669206,-8.1,-8.1
atp_c + glyc_c --> adp_c + glyc3p_c + h_c,-16.8234634907,-16.8234634907,-3.8,-3.8
h2o_c + mthgxl_c --> h_c + lac__D_c,-52.249041988,-52.249041988,-15.8,-15.8
gdpmann_c --> gdpddman_c + h2o_c,-51.309241672,-51.309241672,-13.8,-13.8
atp_c + gmhep1p_c + h_c --> adphep_DD_c + ppi_c,-12.6858836592,-12.6858836592,0.4,0.4
6pgc_c + nadp_c --> co2_c + nadph_c + ru5p__D_c,12.6030027759,-4.51183475886,0.9,-3.2
atp_c + glcn_c --> 6pgc_c + adp_c + h_c,-9.12974551374,-9.12974551374,-3.8,-3.8
gdpofuc_c + h_c + nadph_c --> gdpfuc_c + nadp_c,-12.1875234227,-12.1875234227,-2.9,-2.9
gp4g_c + h2o_c --> 2.0 gdp_c + 2.0 h_c,-48.5810560813,-65.695893616,-8.4,-12.5
grdp_c + ipdp_c --> frdp_c + ppi_c,-70.7844667761,-70.7844667761,-13.3,-13.3
atp_c + gsn_c --> adp_c + gmp_c + h_c,-21.804243576,-21.804243576,-3.8,-3.8
gtp_c + h2o_c --> ahdt_c + for_c + h_c,-90.9436485543,-108.058486089,-17,-21.1
gtp_c + 3.0 h2o_c --> 25drapp_c + for_c + 2.0 h_c + ppi_c,-60.4102396852,-94.6399147547,-7.2,-15.4
gdptp_c + h2o_c --> h_c + pi_c + ppgpp_c,-30.7494993326,-47.8643368674,-6.6,-10.7
atp_c + gtp_c --> amp_c + gdptp_c + h_c,16.2409676357,16.2409676357,-3.8,-3.8
gua_c + prpp_c --> gmp_c + ppi_c,-33.1941324489,-33.1941324489,-3.2,-3.2
glcur_c <=> fruur_c,0.555674257165,0.555674257165,-0.8,-0.8
glcur1p_p + h2o_p --> glcur_p + pi_p,-19.4467435046,-36.5615810393,-2.8,-6.9
h2s_c + 2.0 o2_c --> 2.0 h_c + so4_c,-829.598163812,-780.996163462,-197.5,-186
3hbcoa_c + nad_c --> aacoa_c + h_c + nadh_c,20.4627041915,20.4627041915,3.9,3.9
3hhcoa_c + nad_c --> 3ohcoa_c + h_c + nadh_c,27.4015150824,27.4015150824,3.9,3.9
3hocoa_c + nad_c --> 3oocoa_c + h_c + nadh_c,23.0969563066,23.0969563066,3.9,3.9
3hdcoa_c + nad_c --> 3odcoa_c + h_c + nadh_c,23.0969563066,23.0969563066,3.9,3.9
3hddcoa_c + nad_c --> 3oddcoa_c + h_c + nadh_c,23.0969563066,23.0969563066,3.9,3.9
3htdcoa_c + nad_c --> 3otdcoa_c + h_c + nadh_c,23.0969563066,23.0969563066,3.9,3.9
3hhdcoa_c + nad_c --> 3ohdcoa_c + h_c + nadh_c,23.0969563066,23.0969563066,3.9,3.9
3hodcoa_c + nad_c --> 3ohodcoa_c + h_c + nadh_c,23.0969563066,23.0969563066,3.9,3.9
4hbz_c + octdp_c --> 3ophb_c + ppi_c,-73.7799530257,-73.7799530257,-17.4,-17.4
co2_c + h2o_c <=> h_c + hco3_c,-3.78199399503,-3.78199399503,-0.6,-0.6
4mhetz_c + atp_c --> 4mpetz_c + adp_c + h_c,-18.6333428975,-18.6333428975,-3.8,-3.8
atp_c + glc__D_c --> adp_c + g6p_c + h_c,-18.3500501004,-18.3500501004,-3.8,-3.8
atp_c + man_c --> adp_c + h_c + man6p_c,-17.872308347,-17.872308347,-3.8,-3.8
atp_c + fru_c --> adp_c + f6p_c + h_c,-15.7247310206,-15.7247310206,-3.8,-3.8
atp_c + h2o_c + hg2_c --> adp_c + h_c + hg2_p + pi_c,-28.0979169853,-45.21275452,-6.6,-3.7
h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c,-1.60709003579,-1.60709003579,-17.5,-17.5
h2o_c + hisp_c --> histd_c + pi_c,-14.6817739108,-31.7966114455,10.7,6.6
atp_c + h2o_c + his__L_p --> adp_c + h_c + his__L_c + pi_c,-28.0979169853,-45.21275452,-6.6,-10.7
h2o_c + hkndd_c --> h_c + op4en_c + succ_c,-51.2952833381,-68.4101208728,-12,-16.1
h2o_c + hkntd_c --> fum_c + h_c + op4en_c,-51.3225967147,-68.4374342494,-12,-16.1
4ahmmp_c + atp_c --> 4ampm_c + adp_c + h_c,-13.8414277356,-13.8414277356,-3.8,-3.8
4h2opntn_c --> acald_c + pyr_c,10.2267802616,-6.88805727308,1.3,-2.8
6hmhpt_c + atp_c --> 6hmhptpp_c + amp_c + h_c,-10.5258924334,-10.5258924334,-3.8,-3.8
dhpppn_c + o2_c --> h_c + hkndd_c,-254.71967621,-230.418676035,-72.5,-66.8
hpyr_c <=> 2h3oppan_c,1.40728293081,1.40728293081,-1.1,-1.1
h_c + hpyr_c + nadh_c --> glyc__R_c + nad_c,-34.3028354109,-34.3028354109,-6.4,-6.4
h_c + hpyr_c + nadph_c --> glyc__R_c + nadp_c,-37.7228947419,-37.7228947419,-6.7,-6.7
hom__L_c + nadp_c <=> aspsa_c + h_c + nadph_c,28.8012657096,28.8012657096,5.6,5.6
atp_c + hom__L_c --> adp_c + h_c + phom_c,-32.6837209843,-32.6837209843,-3.8,-3.8
hom__L_c + succoa_c --> coa_c + suchms_c,-29.0949234247,-29.0949234247,-3.7,-3.7
glu__L_c + imacp_c --> akg_c + hisp_c,7.89153060343,7.89153060343,2.5,2.5
h2o_c + hxan_c + nad_c --> h_c + nadh_c + xan_c,19.7537143308,19.7537143308,2.7,2.7
accoa_c + hxa_c --> ac_c + hxcoa_c,-5.27471900632,-5.27471900632,-1.5,-1.5
hxan_c + prpp_c --> imp_c + ppi_c,-31.1770703035,-31.1770703035,-3.1,-3.1
h2o_c + pyam5p_c --> pi_c + pydam_c,-12.1669259763,-29.281763511,-2.8,-6.9
icit_c + nadp_c <=> akg_c + co2_c + nadph_c,7.64323093728,-9.47160659744,3.4,-0.7
h2o_c + ichor_c --> 23ddhb_c + pyr_c,-45.1511463796,-62.2659839143,-12.4,-16.5
icit_c --> glx_c + succ_c,6.15808287158,-10.9567546631,4.9,0.8
5dglcn_c + h_c + nadh_c <=> idon__L_c + nad_c,-23.0841239877,-23.0841239877,-3.9,-3.9
5dglcn_c + h_c + nadph_c --> idon__L_c + nadp_c,-26.5041833187,-26.5041833187,-4.2,-4.2
eig3p_c --> h2o_c + imacp_c,-41.7443458372,-41.7443458372,-10.8,-10.8
2cpr5p_c + h_c --> 3ig3p_c + co2_c + h2o_c,-89.6311582827,-106.745995817,-15.4,-19.5
akg_c + ile__L_c <=> 3mop_c + glu__L_c,-5.91263162021,-5.91263162021,0,0
atp_c + h2o_c + ile__L_p --> adp_c + h_c + ile__L_c + pi_c,-28.0979169853,-45.21275452,-6.6,-10.7
h2o_c + imp_c <=> fprica_c,18.331468764,18.331468764,-2.8,-2.8
h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,24.5446782663,24.5446782663,2.7,2.7
h2o_c + ins_c --> hxan_c + rib__D_c,-3.90578751151,-21.0206250462,-1,-5.1
atp_c + ins_c --> adp_c + h_c + imp_c,-21.9054296724,-21.9054296724,-3.8,-3.8
ipdp_c <=> dmpp_c,-4.9025484782,-4.9025484782,0.8,0.8
h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c,-63.9373524448,-63.9373524448,-17.3,-17.3
3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c,23.1636361639,23.1636361639,6.4,6.4
3c2hmp_c <=> 2ippm_c + h2o_c,-3.15333245225,-3.15333245225,0.2,0.2
2ippm_c + h2o_c <=> 3c3hmp_c,-3.2469942008,-3.2469942008,-0.2,-0.2
3mob_c + accoa_c + h2o_c --> 3c3hmp_c + coa_c + h_c,-22.9662560018,-22.9662560018,-7.3,-7.3
atp_c + h2o_c + isetac_p --> adp_c + h_c + isetac_c + pi_c,-28.0979169853,-45.21275452,-6.6,-7.2
atp_c + h2o_c + kdo2lipid4_c --> adp_c + h_c + kdo2lipid4_p + pi_c,-28.0979169853,-45.21275452,-6.6,-24.6
23dhmb_c + nadp_c <=> alac__S_c + h_c + nadph_c,26.5064552312,26.5064552312,4.2,4.2
2ahbut_c + h_c + nadph_c <=> 23dhmp_c + nadp_c,-26.5067073412,-26.5067073412,-4.2,-4.2
aacoa_c + coa_c --> 2.0 accoa_c,-26.1195411465,-26.1195411465,-7.1,-7.1
3ohcoa_c + coa_c --> accoa_c + btcoa_c,-35.5749546643,-35.5749546643,-7.1,-7.1
3oocoa_c + coa_c --> accoa_c + hxcoa_c,-33.0381158719,-33.0381158719,-7.1,-7.1
3odcoa_c + coa_c --> accoa_c + occoa_c,-32.9817577583,-32.9817577583,-7.1,-7.1
3oddcoa_c + coa_c --> accoa_c + dcacoa_c,-32.9817577583,-32.9817577583,-7.1,-7.1
3otdcoa_c + coa_c --> accoa_c + ddcacoa_c,-32.9817577583,-32.9817577583,-7.1,-7.1
3ohdcoa_c + coa_c --> accoa_c + tdcoa_c,-32.9817577583,-32.9817577583,-7.1,-7.1
h2o_c + kdo8p_c --> kdo_c + pi_c,-14.5315856106,-31.6464231453,-0.1,-4.2
ara5p_c + h2o_c + pep_c --> kdo8p_c + pi_c,-64.8689254449,-64.8689254449,-15.3,-15.3
3dhgulnp_c + h_c --> co2_c + xu5p__L_c,-16.151122563,-33.2659600977,-3.3,-7.4
atp_c + h2o_c + k_p --> adp_c + h_c + k_c + pi_c,-28.0979169853,-45.21275452,-6.6,-14.2
h2o_c + lcts_c --> gal_c + glc__D_c,-10.8867620151,-28.0015995498,-3.3,-7.4
h2o_p + lcts_p --> gal_p + glc__D_p,-10.8867620151,-28.0015995498,-3.3,-7.4
h_c + mthgxl_c + nadh_c --> lald__D_c + nad_c,-20.411298024,-20.411298024,-6.4,-6.4
h2o_c + lald__L_c + nad_c --> 2.0 h_c + lac__L_c + nadh_c,-42.1732726489,-42.1732726489,-9.4,-9.4
h_c + lald__D_c + nadh_c <=> 12ppd__R_c + nad_c,-25.5628234194,-25.5628234194,-5.4,-5.4
h_c + lald__L_c + nadh_c <=> 12ppd__S_c + nad_c,-32.8297903647,-32.8297903647,-5.4,-5.4
lac__D_c + nad_c <=> h_c + nadh_c + pyr_c,26.857004639,26.857004639,6.4,6.4
4mop_c + glu__L_c --> akg_c + leu__L_c,2.39886750829,2.39886750829,0,0
atp_c + h2o_c + leu__L_p --> adp_c + h_c + leu__L_c + pi_c,-28.0979169853,-45.21275452,-6.6,-10.7
atp_c + h2o_c + lipa_c --> adp_c + h_c + lipa_p + pi_c,-28.0979169853,-45.21275452,-6.6,-24.6
nadp_c + ser__L_c <=> 2amsa_c + h_c + nadph_c,28.0281119496,28.0281119496,5.8,5.8
h_c + lys__L_c --> 15dap_c + co2_c,-24.0610321399,-41.1758696746,-3.3,-7.4
atp_c + h2o_c + lys__L_p --> adp_c + h_c + lys__L_c + pi_c,-28.0979169853,-45.21275452,-6.6,-14.2
lyx__L_c --> xylu__L_c,12.7524030471,12.7524030471,-0.8,-0.8
mnl1p_c + nad_c <=> f6p_c + h_c + nadh_c,13.87882343,13.87882343,2.2,2.2
mal__D_c + nad_c --> co2_c + nadh_c + pyr_c,22.2779684014,5.16313086664,1.3,-2.8
accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c,-30.3080703419,-30.3080703419,-8.7,-8.7
accoa_c + malt_c <=> acmalt_c + coa_c,-2.70553046359,-2.70553046359,-3.7,-3.7
atp_c + h2o_c + malthx_p --> adp_c + h_c + malthx_c + pi_c,-28.0979169853,-45.21275452,-6.6,-10.7
atp_c + h2o_c + maltpt_p --> adp_c + h_c + maltpt_c + pi_c,-28.0979169853,-45.21275452,-6.6,-10.7
atp_c + h2o_c + malttr_p --> adp_c + h_c + malttr_c + pi_c,-28.0979169853,-45.21275452,-6.6,-10.7
atp_c + h2o_c + maltttr_p --> adp_c + h_c + maltttr_c + pi_c,-28.0979169853,-45.21275452,-6.6,-10.7
atp_c + h2o_c + malt_p --> adp_c + h_c + malt_c + pi_c,-28.0979169853,-45.21275452,-6.6,-10.7
malt_p + pep_c --> malt6p_c + pyr_c,-42.8415670097,-42.8415670097,-9.1,-9.1
gdp_c + h_c + man1p_c --> gdpmann_c + pi_c,2.05571475039,2.05571475039,1.9,1.9
man6p_c <=> f6p_c,-0.657515344679,-0.657515344679,-0.8,-0.8
mana_c + nad_c <=> fruur_c + h_c + nadh_c,16.5088444784,16.5088444784,2.2,2.2
manglyc_p + pep_c --> man6pglyc_c + pyr_c,-42.4808572327,-42.4808572327,-9.1,-9.1
h2o_c + man6pglyc_c --> glyc__R_c + man6p_c,-12.7894353927,-29.9042729274,-3.3,-7.4
man_p + pep_c --> man6p_c + pyr_c,-46.9740349945,-46.9740349945,-9.1,-9.1
2mcit_c --> 2mcacn_c + h2o_c,-0.78161554513,-0.78161554513,1.1,1.1
micit_c <=> pyr_c + succ_c,6.88878817905,-10.2260493557,4.8,0.7
h2o_c + oaa_c + ppcoa_c --> 2mcit_c + coa_c + h_c,-35.3635970493,-35.3635970493,-10.4,-10.4
mal__L_c + nad_c <=> h_c + nadh_c + oaa_c,32.8017481734,32.8017481734,6.4,6.4
mal__L_c + nad_c --> co2_c + nadh_c + pyr_c,13.0254919519,-4.08934558283,1.3,-2.8
mal__L_c + nadp_c --> co2_c + nadph_c + pyr_c,16.4455512829,-0.669286251822,1.6,-2.5
2me4p_c + ctp_c + h_c --> 4c2me_c + ppi_c,-6.67164801272,-6.67164801272,0.2,0.2
atp_c + h2o_c + met__D_p --> adp_c + h_c + met__D_c + pi_c,-28.0979169853,-45.21275452,-6.6,-10.7
5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c,-10.1709668157,-10.1709668157,-6.6,-6.6
atp_c + h2o_c + metsox_S__L_p --> adp_c + h_c + metsox_S__L_c + pi_c,-28.0979169853,-45.21275452,-6.6,-10.7
atp_c + h2o_c + met__L_p --> adp_c + h_c + met__L_c + pi_c,-28.0979169853,-45.21275452,-6.6,-10.7
atp_c + h2o_c + mg2_p --> adp_c + h_c + mg2_c + pi_c,-28.0979169853,-45.21275452,-6.6,-17.6
dhap_c --> mthgxl_c + pi_c,-57.1025273188,-74.2173648535,-11.4,-15.5
h2o_c + mi1p__D_c --> inost_c + pi_c,-21.3428204524,-38.4576579871,-2.8,-6.9
h2o_c + malttr_c --> glc__D_c + malt_c,-12.9109909963,-30.025828531,-3.3,-7.4
h2o_c + maltttr_c --> glc__D_c + malttr_c,-13.3875471373,-30.5023846721,-3.3,-7.4
h2o_c + maltpt_c --> glc__D_c + maltttr_c,-13.3875502753,-30.50238781,-3.3,-7.4
h2o_c + malthx_c --> glc__D_c + maltpt_c,-13.38754992,-30.5023874547,-3.3,-7.4
h2o_c + malthp_c --> glc__D_c + malthx_c,-13.387549548,-30.5023870827,-3.3,-7.4
maltpt_c + pi_c <=> g1p_c + maltttr_c,3.79685785583,3.79685785583,-0.5,-0.5
malthx_c + pi_c <=> g1p_c + maltpt_c,3.79685821108,3.79685821108,-0.5,-0.5
malthp_c + pi_c <=> g1p_c + malthx_c,3.7968585831,3.7968585831,-0.5,-0.5
h_c + mmcoa__S_c --> co2_c + ppcoa_c,-25.9782156513,-43.093053186,-3.3,-7.4
mmcoa__R_c <=> mmcoa__S_c,0.000732631037863,0.000732631037863,0,0
succoa_c --> mmcoa__R_c,7.57212835762,7.57212835762,-1.8,-1.8
h2o_c + man6p_c --> man_c + pi_c,-10.2256086383,-27.340446173,-2.8,-6.9
mnl_p + pep_c --> mnl1p_c + pyr_c,-45.8313178325,-45.8313178325,-9.1,-9.1
mana_c --> 2ddglcn_c + h2o_c,-37.429105121,-37.429105121,-10.7,-10.7
atp_c + h2o_c + mobd_p --> adp_c + h_c + mobd_c + pi_c,-28.0979169853,-45.21275452,0.1,2.9
3mob_c + h2o_c + mlthf_c --> 2dhp_c + thf_c,5.24329427508,5.24329427508,-1.4,-1.4
atp_c + h2o_c + mso3_p --> adp_c + h_c + mso3_c + pi_c,-28.0979169853,-45.21275452,-6.6,-7.2
5mta_c + h2o_c --> 5mtr_c + ade_c,-11.7200942282,-28.8349317629,-0.8,-4.9
h2o_c + methf_c <=> 10fthf_c + h_c,-4.18392992748,-4.18392992748,-0.2,-0.2
mlthf_c + nadp_c <=> methf_c + nadph_c,13.7317258698,13.7317258698,2.3,2.3
2.0 h_c + mlthf_c + nadh_c --> 5mthf_c + nad_c,-40.4832437048,-40.4832437048,-3.8,-3.8
5mdr1p_c <=> 5mdru1p_c,-7.15672541192,-7.15672541192,0.5,0.5
5mtr_c + atp_c --> 5mdr1p_c + adp_c + h_c,-4.38619326136,-4.38619326136,-3.8,-3.8
acg5sa_c + h2o_c --> ac_c + glu5sa_c,-8.25424673879,-25.3690842735,-1.9,-6
h2o_c + nad_c --> amp_c + 2.0 h_c + nmn_c,-32.912672899,-50.0275104337,-8.4,-12.5
atp_c + nad_c --> adp_c + h_c + nadp_c,-10.3195372937,-10.3195372937,-3.8,-3.8
h2o_c + nad_c --> adprib_c + h_c + ncam_c,-32.0521993938,-49.1670369285,-4.3,-8.4
h2o_c + nadp_c --> nad_c + pi_c,-17.7783796916,-34.8932172264,-2.8,-6.9
nad_c + nadph_c --> nadh_c + nadp_c,-3.42005933101,-3.42005933101,-0.3,-0.3
atp_c + h2o_c + nac_c + prpp_c --> adp_c + nicrnt_c + pi_c + ppi_c,-35.8244932483,-52.939330783,-6.4,-10.5
atp_c + gdp_c <=> adp_c + gtp_c,-2.50735651364,-2.50735651364,0.3,0.3
atp_c + udp_c <=> adp_c + utp_c,-1.41549570317,-1.41549570317,0,0
atp_c + cdp_c <=> adp_c + ctp_c,-0.464097659409,-0.464097659409,0.3,0.3
atp_c + dtdp_c <=> adp_c + dttp_c,3.74408621947,3.74408621947,0,0
atp_c + dgdp_c <=> adp_c + dgtp_c,2.72049203902,2.72049203902,0.3,0.3
atp_c + dudp_c <=> adp_c + dutp_c,2.63662927584,2.63662927584,0,0
atp_c + dcdp_c <=> adp_c + dctp_c,4.30665985005,4.30665985005,0,0
atp_c + dadp_c <=> adp_c + datp_c,3.1263023034,3.1263023034,0,0
h_c + nadh_c + 2.0 no_c --> h2o_c + n2o_c + nad_c,-293.008748176,-275.893910642,-25.1,-21
atp_c + h2o_c + ni2_c --> adp_c + h_c + ni2_p + pi_c,-28.0979169853,-45.21275452,-6.6,-3.7
atp_c + h2o_c + ni2_p --> adp_c + h_c + ni2_c + pi_c,-28.0979169853,-45.21275452,-6.6,-17.6
atp_c + h_c + nmn_c --> nad_c + ppi_c,-0.498551284906,-0.498551284906,0.4,0.4
h2o_c + nmn_c --> h_c + ncam_c + r5p_c,-19.8893845841,-37.0042221188,-4.3,-8.4
h2o_c + nmn_p --> h_c + ncam_c + r5p_c,-19.8893845841,-37.0042221188,-4.3,-8.4
atp_c + h_c + nicrnt_c <=> dnad_c + ppi_c,-23.7653903948,-23.7653903948,0.4,0.4
dmbzid_c + nicrnt_c --> 5prdmbz_c + h_c + nac_c,-20.4398268096,-20.4398268096,-3.4,-3.4
2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c,-31.0187319365,-48.1335694712,-1.7,-5.8
